cid1,cid2,tabsAgreement,rmsd,shapeTanimoto,shapeColor
1,0,0,0.5546133095702013,0.8946781207066294,0.5324769784797604
2,0,0,0.7680860957702215,0.8792786756271727,0.49064739571703725
2,1,0,1.0167376311124625,0.7600078186800698,0.287561695616276
3,0,0,1.0129629827425397,0.7956785181774527,0.17377513694628957
3,1,0,1.1481604317413376,0.7240532357405731,0.1261442420910549
3,2,0,1.2852839313475737,0.797323345247483,0.15622337726099714
4,0,0,1.6851360321726072,0.6460379758045287,0.20823168708344625
4,1,0,1.9613743776493697,0.534801529600006,0.12366751861328876
4,2,0,1.8163174106743054,0.6645190614774988,0.11303750909109886
4,3,0,1.58023366930996,0.7719038205227027,0.1179623963386994
5,0,0,1.5768549166687773,0.883270182606879,0.26812088842127696
5,1,0,1.6871514851491949,0.773354641707514,0.25080783004459395
5,2,0,1.5606204542387367,0.8516967807332411,0.2635421418955396
5,3,0,1.5736668265268892,0.7344350387387768,0.11194173811890099
5,4,0,1.2750542877006616,0.6474480918635546,0.18830701484051723
6,0,0,1.7726580784986572,0.6800273717046781,0.15531107657857982
6,1,0,2.0156078886467315,0.5816277165922308,0.08495646808247372
6,2,0,1.7929452051764212,0.7142590833321295,0.08555769394792352
6,3,0,1.8167934608243261,0.7448102077879682,0.06841523179462934
6,4,0,4.409983973474741,0.6171280315056046,0.0820697290518435
6,5,0,0.8991855481025873,0.7345047677843016,0.053834425189913264
7,0,0,1.4069464417866562,0.7181137391577093,0.15687583043423362
7,1,0,1.6364161296996342,0.6467591832774516,0.09540095992195037
7,2,0,1.3175782275184287,0.7703347094821518,0.10606619000544507
7,3,0,1.9665181564299874,0.6473316166122575,0.029071456376499254
7,4,0,1.5201504359578781,0.6166548083138853,0.1259717339458373
7,5,0,1.426419683161944,0.7366860609944527,0.056629737170679637
7,6,0,4.334238434155105,0.7212829795201482,0.1538329027144161
8,0,0,4.36861875969074,0.7341756123802475,0.09813388866542685
8,1,0,1.618555114423789,0.5100948263343651,0.09007327775811239
8,2,0,4.337599096715634,0.7247350310752095,0.07585183886663228
8,3,0,1.5316338241893075,0.6609148409344204,0.044061378811133145
8,4,0,1.601893602618768,0.8342430860417916,0.03387557165300945
8,5,0,4.078983812369966,0.7436118503236433,0.07391902800623033
8,6,0,1.6944854880765552,0.8268886687885844,0.11544959959841936
8,7,0,4.230973674140399,0.6682947524071401,0.07399918972278731
9,0,0,1.2536626119017302,0.6884730098439723,0.1574010467138115
9,1,0,1.1210490469747123,0.7439176817908358,0.16646612409326966
9,2,0,1.660386377557365,0.5899970329705967,0.09699064241568298
9,3,0,1.5953057026538402,0.6123727850137823,0.12208454919542354
9,4,0,1.9466574531407344,0.5050979562217023,0.08279435322886969
9,5,0,1.6513690535639347,0.6296194966081621,0.12361159295913607
9,6,0,4.291722291791559,0.6112188719240077,0.03039057759940356
9,7,0,1.5975196987039133,0.6505444556433105,0.07521485647267356
9,8,0,4.233403895989795,0.6464247497139749,0.027234971883777756
10,0,0,1.4032545271359864,0.7829506008123792,0.17609170275763153
10,1,0,1.4967377173571519,0.7688844378123366,0.15090377775415695
10,2,0,1.6245309992325154,0.7459148328737207,0.15701472915393463
10,3,0,1.8367192021173944,0.6529825456319738,0.04609861467169972
10,4,0,1.5005235348004542,0.575964236779477,0.15963299676302922
10,5,0,1.2396629237646397,0.7539029052454898,0.15675762987919456
10,6,0,4.392708556373122,0.7893117139536591,0.06467067577678616
10,7,0,0.958108008986795,0.82749915987467,0.2373848772278463
10,8,0,4.179939889507892,0.7445275111563955,0.06530925879826038
10,9,0,1.274376504280439,0.7094920695083134,0.10979967391528274
11,0,0,4.263037290635912,0.6783176126827075,0.14518712136673428
11,1,0,4.20609248945358,0.6336699406802678,0.12251890109817996
11,2,0,4.212016390820451,0.6766712762647631,0.19457540886703475
11,3,0,4.369695598186992,0.5961074208602175,0.11683980680313333
11,4,0,4.302820158166464,0.574305470102154,0.2486744073799669
11,5,0,4.309414409561141,0.7588228273143796,0.24836258471705144
11,6,0,1.1855487206189055,0.7711118069949572,0.13460776249384906
11,7,0,1.769676630290754,0.6533067789551663,0.14301129384829162
11,8,0,1.3100124737980567,0.7676671925950296,0.05246644146660494
11,9,0,4.208105616069738,0.6439747198559178,0.1027276336142253
11,10,0,4.245670603522428,0.746834394613054,0.08302917472475656
12,0,0,2.040229130090567,0.5238650534124798,0.1309752895222218
12,1,0,4.072341672886902,0.7724884224916612,0.11220762870930635
12,2,0,2.0516796471747365,0.5586694287449846,0.12285533930287972
12,3,0,1.9619510335340258,0.5696823578387237,0.056785463718215974
12,4,0,1.1477347824952329,0.7754313210001584,0.18653824526678045
12,5,0,1.35239272222138,0.6004368796728705,0.18379278572890778
12,6,0,4.447694596700762,0.5421033069776284,0.07635625879764227
12,7,0,1.875080304038638,0.6309733237944692,0.06988730796052668
12,8,0,4.301619569276834,0.4759606515897635,0.1064588959203958
12,9,0,2.273506058486837,0.4626303940610404,0.12050240346826635
12,10,0,1.9270414541227479,0.5242847989505182,0.09650880299051011
12,11,0,4.4202652340739625,0.6093333478686286,0.22854102726729836
13,0,0,4.1694955436217285,0.673635553926164,0.08377166380750818
13,1,0,4.134168940373807,0.6177228648833479,0.06112519527020406
13,2,0,4.136701009400719,0.722083248052726,0.09959339822728726
13,3,0,4.253990623669248,0.6561273328248186,0.03672655813072069
13,4,0,4.028868911610739,0.6241619984208983,0.08853721185492608
13,5,0,3.9491334808982135,0.6961659998886552,0.05694580996183471
13,6,0,1.7901259819575392,0.7697966014976986,0.14696963775796848
13,7,0,1.8382115090087003,0.6285049213775049,0.09206632248519375
13,8,0,4.135315940078946,0.5747069855503583,0.0417749068342837
13,9,0,4.221380061417187,0.5724265824734617,0.026424816987129385
13,10,0,2.0181063817432086,0.5697134468058374,0.05276078838149983
13,11,0,1.2858942131450355,0.7861346102920402,0.108383057997214
13,12,0,4.099070272570367,0.5769576978992186,0.041769409262535806
14,0,0,4.274355384707631,0.6982357850928215,0.09410233604647235
14,1,0,4.264214944652425,0.5856986403828943,0.076948404978878
14,2,0,4.1896996766012355,0.7703373740257224,0.08569171959571939
14,3,0,4.34406549365909,0.7563991765436436,0.07095841934986352
