cid1,cid2,tabsAgreement,rmsd,shapeTanimoto,shapeColor
1,0,0,5.234750282554991,0.42142382468243456,0.012661170766773129
2,0,0,4.9122173194107805,0.2700364949177259,0.026858911591758648
2,1,0,3.3813307170242166,0.3830191242023721,0.06964302434450592
3,0,0,4.840994560052344,0.33788198170338885,0.018453085723527274
3,1,0,3.0195903836270364,0.42933729416720406,0.0600476823609199
3,2,0,3.12585229402554,0.5292720671597179,0.10109901999183102
4,0,0,3.6494651472483275,0.5758664762685148,0.006106054670819699
4,1,0,3.672265508129233,0.2880601839044041,0.08643245086561624
4,2,0,3.5010925536458086,0.37894583342112337,0.07005849349496215
4,3,0,4.703981426523745,0.5364699799309139,0.09220487190425272
5,0,0,3.225935383999836,0.5232064980680756,0.03262947756360468
5,1,0,2.2319487900704322,0.7412962137238553,0.01625539736415844
5,2,0,3.114892890967719,0.5556386300471214,0.08327133136023247
5,3,0,3.02676791629469,0.4685294608912955,0.052534186087687965
5,4,0,1.7326807437496823,0.8296031490637362,0.041252495105929564
6,0,0,4.099546692532324,0.538793892778679,0.010076235642520744
6,1,0,3.404106125868126,0.3122948169531063,0.04212416762554928
6,2,0,3.1980175399749453,0.3720644829784194,0.12587701660454825
6,3,0,3.263664695499201,0.4415266197592206,0.04124695845835132
6,4,0,1.2786345360621105,0.8796026879150014,0.2900395912195183
6,5,0,1.2950861363277766,0.8535677977036961,0.05692560926988399
7,0,0,2.744917101084688,0.5553909065175275,0.028525258260046142
7,1,0,2.541659338701262,0.6656034733460561,0.09592574008758167
7,2,0,3.361537379179521,0.4075349739656022,0.08830963629835702
7,3,0,3.3643127891282334,0.46130052587681836,0.026603010909735693
7,4,1,0.27761875664255403,0.9630160205597643,0.02618389211442707
7,5,0,1.785779632846187,0.8654833918906203,0.0168273263424537
7,6,0,6.303430729745784,0.3019697529464182,0.010201182601003637
8,0,0,0.4805559606664222,0.9447448823774907,0.07167591939626132
8,1,0,3.9551291494883167,0.3847002975812509,0.030486163483293614
8,2,0,5.030390024798662,0.26939703437110446,0.0539584146345946
8,3,0,5.1275115308987305,0.34838867443167176,0.03991672456536029
8,4,0,3.9446090175277475,0.585162769921794,0.014113972591773584
8,5,0,3.2283615485671313,0.4974490242170239,0.018428900502105747
8,6,0,3.606535780411318,0.41150383509221683,0.0310558675255311
8,7,0,2.884155131753237,0.5180992401384362,0.07027467755502977
9,0,0,4.935806557972883,0.3839116523128974,0.006806707422892132
9,1,0,3.2858162402006155,0.3928225002222108,0.2506434759186129
9,2,0,3.655771252160153,0.43811212984357845,0.06601769123776538
9,3,0,9.117332510602791,0.4443814526506471,0.028680569140244094
9,4,0,2.6604090310268558,0.6869829424388106,0.08880955660366806
9,5,0,2.728354764835709,0.6813235767623493,0.035234036604912346
9,6,0,2.3467755155510313,0.7321625432744718,0.22034192776165365
9,7,0,2.5430059662069966,0.6740539194690397,0.01450350420946924
9,8,0,5.250168795409431,0.3914560195940631,0.0024390521823309938
10,0,0,4.1025882942586,0.3501937852368058,0.010467193114172569
10,1,0,3.0377602558139,0.5911486000978559,0.1113973533055992
10,2,0,2.6508930183505486,0.6898936080942525,0.015580675307076937
10,3,0,3.0212485900716035,0.662072053801613,0.04460679764240883
10,4,0,3.967087946912571,0.5250547887182297,0.06891203450354154
10,5,0,2.3681375667470697,0.39055425509202174,0.06778648511629119
10,6,0,3.7945398330013838,0.45372512325668585,0.06073360501629955
10,7,0,1.956932199926641,0.4827133616126398,0.023236987744233543
10,8,0,4.563077878338228,0.3763272441208043,0.019945093710411657
10,9,0,2.9023235487436816,0.6301052285798138,0.1361989872664528
11,0,0,3.8035032508108846,0.40596521329266494,0.009382749588552668
11,1,0,2.6422117570273267,0.4997734716680325,0.17884042864349356
11,2,0,2.4043207212978177,0.6875587004166379,0.13754276087209474
11,3,0,2.6915280241312955,0.6811309109298973,0.19482269322159831
11,4,0,3.6440322873952877,0.5023257819189403,0.038676394722950175
11,5,0,3.039048044985798,0.3831897884826131,0.04838100625130258
11,6,0,3.6104434831773684,0.48691210507019866,0.04531304027378875
11,7,0,3.613773484606717,0.49787827310209926,0.02378257085548943
11,8,0,4.018650783072475,0.41991167365959026,0.0030831840477440696
11,9,0,2.822997254032553,0.5233953616797233,0.1378525673913966
11,10,0,3.49444251028161,0.4263774046759912,0.05942622240562162
12,0,0,2.899466005797707,0.6132745989593467,0.025838145526034858
12,1,0,3.534773962649424,0.44659082811472495,0.03143568505980702
12,2,0,4.317653861280463,0.28623482452204313,0.11766230847885646
12,3,0,2.4000042544119955,0.6037985481415319,0.016658586017820085
12,4,0,3.0421273484790237,0.6031770954469341,0.06126876958822758
12,5,0,2.883879821482111,0.5824972356602859,0.06352994911877577
12,6,0,3.1166534859403536,0.5726865605048671,0.050309209850778996
12,7,0,3.092406769976234,0.582689689046558,0.07660306690703153
12,8,0,2.8722441470307873,0.6527022582651133,0.045235155203199366
12,9,0,3.891871755891256,0.4336813245228953,0.03285825953455961
12,10,0,2.9322257533473457,0.6774572291753951,0.03434608455528924
12,11,0,2.124865749087867,0.7352040997520338,0.03471860551524713
13,0,0,4.293285173541875,0.5243535387636205,0.012095702079481263
13,1,0,2.0874452103486307,0.7173863340766077,0.030268403504164373
13,2,0,3.174951249794017,0.5710081133831824,0.09724662956826052
13,3,0,3.0624390666787913,0.46635296145980604,0.04762248134646321
13,4,0,1.7668085111246736,0.8520301979587152,0.17876139261181143
13,5,1,0.454029379110612,0.8861418649218022,0.11745028887077844
13,6,0,1.315580429395809,0.8540338191503246,0.14170285557354728
13,7,0,1.7957874105827416,0.8319506285629874,0.012273284172640411
13,8,0,3.278252988928102,0.4940893470402287,0.008783382243218408
13,9,0,2.6667799874656906,0.6867589611586896,0.06748556319422376
13,10,0,3.8511126731365297,0.45608669703434235,0.05611025305424848
13,11,0,4.436929241365352,0.39287094534819367,0.05852641875823414
13,12,0,2.8749583061623905,0.5880917882638224,0.05738687066888998
14,0,0,3.440426518406827,0.4685264739984924,0.04898146335878773
14,1,0,2.4336585486615103,0.7213696969071567,0.048898987469973045
14,2,0,3.4467308659240117,0.3983827869918422,0.04234094779492969
14,3,0,4.465703878983387,0.3894640756684334,0.023838540196812318
14,4,0,4.57128568614327,0.30829674832275167,0.08184335361424816
14,5,0,1.2328364632376283,0.8819943035737607,0.02517090130638649
14,6,0,4.586933150340281,0.3169459605456408,0.1847535239295711
14,7,0,1.3987661375898204,0.8357806032728576,0.1725409606390418
14,8,0,3.250617899063497,0.47209983474576467,0.04723527676979329
14,9,0,2.4221804610887308,0.7099297368435961,0.02616641116289863
14,10,0,3.864811225577227,0.4902694527099485,0.02007001838749895
14,11,0,2.6366019072749123,0.4149679132837118,0.04271462994822136
14,12,0,3.04861521543941,0.5945588810853991,0.10111716598727616
14,13,0,4.641449062946966,0.31867465182489635,0.05539639216203497
15,0,0,5.101093255290733,0.42353089529128185,0.02631741045445657
15,1,1,3.451993175617054,0.38934549119799367,0.7416132267323445
15,2,0,2.2981235302934824,0.43671131401777363,0.049149414649939986
15,3,0,3.1366065722594443,0.49781428412509665,0.12112870470669852
15,4,0,2.5859163546077335,0.6937777568438175,0.22626954537524183
15,5,0,2.1656080846603896,0.751411821513165,0.046718222483815616
15,6,0,2.262663490096607,0.7023245823759691,0.19943434465184112
15,7,0,5.343179935258622,0.31290523072956306,0.019199201825084132
15,8,0,3.920962504608375,0.3928792772737072,0.015684915384465817
15,9,0,1.6982532232470222,0.7037414492924173,0.13877742427540712
15,10,0,2.242745684810156,0.5579920636620144,0.11296732761158393
15,11,0,2.819899394700831,0.5882319445563206,0.19766603617141454
15,12,0,3.4849295138732286,0.45511246017583046,0.09157669810747132
15,13,0,2.1347225669572696,0.7650008925750499,0.16190200095076232
15,14,0,2.4296462231292524,0.726954647528274,0.009522737947315285
16,0,0,3.2517491722730227,0.497467800075229,0.06405926450932035
16,1,0,2.388995626197137,0.7293652110304505,0.053283589807252396
16,2,0,3.471713685960816,0.3912415515641073,0.03831186726293287
16,3,0,3.380385840154403,0.4087079734293237,0.021368334404125496
16,4,0,4.0160568047378105,0.4496630943717421,0.0012056746609165644
16,5,0,1.2752982200036733,0.8544009528063742,0.02573931593127951
16,6,0,0.5851836054224522,0.8850324759595178,0.01099612396430168
16,7,0,1.441179015198652,0.8042845615872628,0.25400984930587794
16,8,0,3.64567018674412,0.44737306588150433,0.043605716521903766
16,9,0,2.3877742070266827,0.734220862822601,0.022579574944965295
16,10,0,3.146234763473902,0.4019058309382693,0.08746208004182596
16,11,0,3.6598801556591405,0.48542000331368484,0.043488036707147286
16,12,0,3.021608061021829,0.5901197555741495,0.08690481467926156
16,13,0,4.552035267978715,0.3098635722500981,0.09127371496494885
16,14,1,0.1966538052746609,0.9812832991903953,0.7907559557742248
16,15,0,9.654810195964131,0.6003517140396999,0.00965581717209946
17,0,0,3.6801194970273,0.554601783625961,0.017798289241501213
17,1,0,3.0851597079235775,0.5621559313471517,0.1335969523575303
17,2,0,2.551035485566767,0.7079998857227325,0.02576480984257902
17,3,0,2.8987765582637883,0.6336876650306739,0.024574194590470125
17,4,0,3.9566850482818503,0.4993283655566733,0.03555164556699148
17,5,0,3.7958827663017236,0.4201440358907148,0.0531724794139992
17,6,0,3.760710633811507,0.42078477629724276,0.03139783008900541
17,7,0,1.8464475774971023,0.5138086166998669,0.11936445049219777
17,8,0,3.797563488760656,0.5591505472187691,0.011597240758868692
17,9,0,3.043234934001352,0.5843997879884943,0.07365829168922643
17,10,0,0.5097005293934491,0.9351869937193278,0.07685978896748852
17,11,0,3.498850703378644,0.4226921726974694,0.11550133297179092
17,12,0,2.8215324558714987,0.6620217337877194,0.01790695516659933
17,13,0,2.2768967101457163,0.4503280836567368,0.01880682908973283
17,14,0,2.352591557301748,0.4846363666057944,0.06731555981392615
17,15,0,2.2592837523146705,0.5828920485353664,0.12561642105182366
17,16,0,2.349127330024847,0.47833902111037546,0.057887903939835623
18,0,0,5.323429373976755,0.34711706683001375,0.008975297139955327
18,1,0,3.369815538607146,0.4611946855935171,0.05414616369891082
18,2,0,1.1235821188560176,0.745804091332126,0.23289474819350503
18,3,0,2.735117687961028,0.5430194991329611,0.02848634724008691
18,4,0,2.80288626494787,0.5984288410405791,0.0778018183262637
18,5,0,2.811995147710993,0.5955793764830987,0.13426337713718997
18,6,0,3.7947924082596876,0.38991244683302506,0.07749474062174797
18,7,0,3.891191763941196,0.38687076686963157,0.06504726747382852
18,8,0,2.802025233858101,0.5708518424706646,0.019129697845520578
18,9,0,3.092795428461659,0.4178588248917815,0.04956548984163006
18,10,0,2.73090668896543,0.6681179439189097,0.026658357705468663
18,11,0,2.528548551148273,0.7063762336818297,0.13164181144470075
18,12,0,1.1874812068115108,0.814638383399503,0.025754346907743565
18,13,0,2.7905607816176445,0.6011097813171055,0.15551022836890008
18,14,0,3.8262365254471895,0.42216266577844935,0.06363365090129308
18,15,0,2.6286923483871076,0.4098387071675464,0.03757002634839334
18,16,0,2.671245455158403,0.5463134539249804,0.06087865484109199
18,17,0,2.4988490586656136,0.6545492488025199,0.02877487356384639
19,0,0,2.3395777795664867,0.49790069358481537,0.028796109781451883
19,1,0,2.4626919731519803,0.6908339969902251,0.03618665354551189
19,2,0,6.105141183472497,0.2905137712944637,0.003780983070559468
19,3,0,1.834488497157923,0.5323695261655761,0.05204129597215116
19,4,0,3.2606254601401248,0.4843824804580684,0.03834371866490555
19,5,0,4.073377279480744,0.4201876821119866,0.04928945297459075
19,6,0,2.7023023569624858,0.55325341702385,0.024252691273785956
19,7,0,3.0432461297394795,0.4926663179506704,0.023292588130925704
19,8,0,2.3861016947438918,0.4714112246134157,0.05692931799589644
19,9,0,3.6307943735146195,0.3914647951515031,0.04426989753167988
19,10,0,3.0245343792380113,0.5561060384563299,0.039413486651004755
19,11,0,9.655393459282463,0.3895315173549694,0.042388667600363465
19,12,0,3.6548814515937753,0.5302267719590444,0.026344260000832852
19,13,0,2.541561250926814,0.5866565302423613,0.013915090220891789
19,14,0,3.0599141171176436,0.5645453784453017,0.0034151686029874856
19,15,0,2.4988975567598763,0.6877917743495245,0.03711515909311699
19,16,0,3.3197314496253725,0.567677841553204,0.004028034561862679
19,17,0,3.2207434906466763,0.511666340744478,0.042051819142420656
19,18,0,9.435504932186562,0.364180545361063,0.008793829737129867
20,0,0,2.6739416321314198,0.5566900805156656,0.019569527806111844
20,1,0,3.648362422860782,0.4269856426993667,0.00921536416579675
20,2,0,0.9363190588913795,0.7688932794344105,0.01968831344284301
20,3,0,2.886722506259779,0.560000121827871,0.02700708364557322
20,4,0,2.8321369945245327,0.6093119590921492,0.04931525437354413
20,5,0,3.772074917549011,0.39360920797732046,0.11305130263897266
20,6,0,2.8536281183032175,0.5978658479321335,0.06350091115500585
20,7,0,2.9039162823373443,0.6049754970181516,0.1034493626279281
20,8,0,2.9145468733983244,0.5918633544456976,0.048463410935285216
20,9,0,3.2326019502230516,0.40705971675679326,0.014386868189716257
20,10,0,2.638316983594592,0.6846995832626365,0.010946004255404703
20,11,0,2.4055160349146396,0.7238503586809527,0.026214468770443693
20,12,0,1.134447227271712,0.8765951185760212,0.04251984673125612
20,13,0,3.7499334009737346,0.3933237860861381,0.08318767718227577
20,14,0,2.804781042385583,0.5940295209299924,0.11054539835224494
20,15,0,3.3699778079674627,0.47770773714521586,0.07676697375314474
20,16,0,2.7586655480716735,0.570942131382056,0.12214554992723559
20,17,0,2.451362385736895,0.6727526773897671,0.04317901461152118
20,18,1,4.648160260588592,0.32500476828076075,0.13398125514369946
20,19,0,4.8549814315535835,0.5900881213004328,0.007613416015638698
21,0,0,3.2547530890781715,0.47447503932724694,0.008304936513051647
21,1,0,1.3429374921112334,0.7787900399844093,0.0815910633072726
21,2,0,3.760956225895792,0.40308774687643817,0.0443186123570313
21,3,0,9.514019499806844,0.40036325022803526,0.03986391783154285
21,4,0,2.6122752315953472,0.6814375361787607,0.019019335686872852
21,5,0,2.6852294749930006,0.6876271782933407,0.028175708934042535
21,6,0,3.595912605408121,0.4702235745720049,0.0017761651607806548
21,7,0,2.4506377473073178,0.7023480033451368,0.04562957310335677
21,8,0,3.3050671627108312,0.4633051538948243,0.007960221599987266
21,9,0,3.704667268342154,0.42373108436114576,0.3548612965435403
21,10,0,2.3821415799099364,0.5633214614007171,0.10393196812538041
21,11,0,3.2346740612798697,0.5409913311852949,0.08238110350902639
21,12,0,1.9497977073870671,0.45756485899030946,0.10752915925152984
21,13,0,2.6603266644807215,0.6808092898268535,0.01061348297316086
21,14,0,2.4205345705539965,0.7482215098369345,0.05021740679941067
21,15,0,3.25229691383529,0.43154959898940093,0.1507727323298153
21,16,0,2.318453634796621,0.739259789563525,0.04481135904014191
21,17,0,2.3135563525945217,0.6010851573915378,0.10070777419697258
21,18,0,3.575978327536143,0.38375626650122197,0.05838199235306673
21,19,0,2.505498183422828,0.6128761638515536,0.02498513742863462
21,20,0,2.2284608965730794,0.46351180590893915,0.07893769381415053
22,0,0,3.333344536620214,0.5194607196670934,0.09108173952709289
22,1,0,2.2440676563766133,0.7692045972974683,0.03453459274961022
22,2,0,3.0315581335622515,0.5939729980592506,0.029776023229500802
22,3,0,4.384877324556451,0.334476419036877,0.023929853342518546
22,4,0,4.5983520326400145,0.3149340662631987,0.04585653016768593
22,5,0,0.4642742401514686,0.9084838063000397,0.03384209037235451
22,6,0,1.361361067805884,0.8150661419445449,0.011457118713684586
22,7,0,1.8214184479352258,0.7653340251747267,0.06856124862234957
22,8,0,3.283633819872735,0.4970171579891571,0.06509275280411425
22,9,0,2.687802642188061,0.6960110356028919,0.054042942154645994
22,10,0,2.570543360590089,0.4186193375645306,0.07080707463306755
22,11,0,3.2908624294508226,0.40883048525646476,0.07383055021081658
22,12,0,2.7297499346472245,0.5870040418446135,0.10129808665887817
22,13,0,0.39165760755522044,0.9288550903076798,0.019838076213491828
22,14,0,1.252102440502107,0.8750653126062842,0.18995594739341226
22,15,0,2.190901356166723,0.7745726574987305,0.012719361741262201
22,16,0,1.2491497739596642,0.8979887206498383,0.12212763724494503
22,17,0,2.4881796306918593,0.4292349798291938,0.06621553022973309
22,18,0,2.5163559778000475,0.519075593087597,0.05539751598646047
22,19,0,2.613894298645413,0.5569074500638708,0.010703188264956314
22,20,0,2.6803255240892194,0.5806358684192148,0.10632715969533099
22,21,0,2.6095225222116953,0.659595002264162,0.044270559909241995
23,0,0,4.32915033037341,0.3081265657613492,0.010874961279697372
23,1,0,3.1596206735374857,0.5416528566281515,0.06731486870870118
23,2,0,2.496904646922748,0.7537552847993686,0.07729054314741746
23,3,0,2.828728343127222,0.6154196844890942,0.06586238364713216
23,4,0,2.366146826538781,0.48428391731238885,0.025397487888925253
23,5,0,1.860261290564352,0.46689022640147915,0.1090556529300281
23,6,0,2.0014648748607287,0.5194501275821802,0.039582755301871025
23,7,0,3.63838872090084,0.3477968489748114,0.04368998205349258
23,8,0,3.907981703350177,0.5504435025947051,0.010846195033055377
23,9,0,2.2615793612257042,0.5864029342025436,0.07353742933755948
23,10,0,1.261678440406782,0.8725860529397358,0.08781370284547839
23,11,0,1.4358736974325788,0.805057575184153,0.18509269010568813
23,12,0,2.731556948645777,0.6814701623213087,0.01114356944893723
23,13,0,1.8565673459749605,0.471629853984147,0.04287715000923645
23,14,0,3.7424641643961145,0.38513725823099165,0.03776974284210678
23,15,0,1.8543296738258288,0.6095122829235071,0.0765235968171541
23,16,0,2.163900830705435,0.47596971673945293,0.01998350267435425
23,17,0,3.7210174277303976,0.42087302211976463,0.049374148008747606
23,18,0,2.396475105988562,0.7093674095995469,0.11934186289132971
23,19,0,2.8835385397902797,0.47077232586644574,0.0313905259269895
23,20,0,2.309953844837214,0.6943716688100631,0.006489470757855893
23,21,0,3.0537004707352344,0.4997704632364625,0.05931790123698762
23,22,0,2.178336778506901,0.4520515009141946,0.014408671912257268
24,0,0,4.483594152010874,0.3054774405794505,0.019799200086619808
24,1,0,2.5186050613496564,0.4097319520645593,0.019997559279069866
24,2,0,0.5861101021097944,0.8800552781853488,0.030588726889442433
24,3,0,2.6308474613275434,0.559889100168255,0.019164205245826533
24,4,0,2.966597386991589,0.6164828878992666,0.03865814775266736
24,5,0,3.325459010697168,0.3933176494294592,0.04942596944402071
24,6,0,2.917153030045335,0.5676207499078616,0.09389568660680934
24,7,0,3.007382344135691,0.5872349598191802,0.07061512842657458
24,8,0,3.055783753458826,0.6849556003690795,0.015519003435763396
24,9,0,3.61677078213689,0.45618419314898684,0.04880472251293706
24,10,0,8.555177615333077,0.3555053216440193,0.007745291583455783
24,11,0,4.069119833877162,0.3739780223575645,0.004318763126279759
24,12,0,1.1776224320954174,0.8988530991308232,0.02407890859672235
24,13,0,2.9436067618026134,0.5925726757336413,0.05205510772142187
24,14,0,2.9144509204234517,0.5884002438552067,0.07636235225038338
24,15,0,3.4370614944865503,0.4917834722620067,0.060611770996038365
24,16,0,2.896714801190876,0.5989368445628018,0.08144335616496866
24,17,0,2.4375361375344093,0.7129295794141702,0.020659499701173933
24,18,0,4.46581842098132,0.3267992172813242,0.08836773412998714
24,19,0,4.596187821602738,0.587082684964015,0.015170521292435844
24,20,0,0.48404337311107115,0.8953061970115406,0.20050597570303427
24,21,0,2.0341434164122427,0.5043342172861535,0.04521823238970578
24,22,0,2.9004674905738272,0.5977791730702803,0.0939787444898674
24,23,0,2.3573493717853955,0.7590885889035955,0.013270132289611027
25,0,0,4.486388082091183,0.44372344026706234,0.014220835523570445
25,1,0,3.4941880121785154,0.45043650321669215,0.05559698957352005
25,2,0,2.5193324841486744,0.44190233505451565,0.0489241121649056
25,3,0,3.9780206936236633,0.5436796369030807,0.03355309075946098
25,4,0,2.4561803732450045,0.7286272213039817,0.029669985526507237
